,latitude,longitude
372,-58.615,145.422
373,-57.148,-104.003
374,-45.22,-161.119
375,-40.014,94.894
376,-25.623,89.998
377,-44.85,112.822
378,-56.893,-114.899
379,-48.321,-128.722
380,-33.499,62.995
381,-5.046,42.063
382,1.521,44.523
383,-23.664,41.322
384,-11.967,44.045
385,-0.141,-16.723
386,8.499,-34.996
387,-19.322,-17.146
388,-26.563,-0.906
389,-25.061,-23.512
390,-19.509,-12.107
391,-22.028,1.4
392,,
393,8.568,-27.762
394,15.736,-35.361
395,-7.183,53.797
396,,
397,32.429,26.505
398,31.729,32.029
399,35.655,17.372
400,32.909,14.986
401,31.421,33.399
402,,
403,31.672,29.955
404,32.462,27.301
405,31.696,31.901
406,35.634,13.004
407,34.727,32.395
408,31.11,28.104
409,36.16,31.283
410,24.457,35.207
411,20.483,37.713
412,19.729,38.255
413,--,--
414,-54.667,102.804
415,--,--
416,-54.168,84.57
417,-43.285,41.192
418,-44.266,84.52
419,-45.168,176.032
420,-39.002,39.728
421,-44.066,96.031
422,-34.422,70.37
423,-33.228,61.973
424,-49.789,150.041
425,-49.876,165.811
426,-45.932,114.002
427,-53.944,-162.331
428,-58.13,142.734
429,-53.556,-152.871
430,-47.166,140.412
431,-49.759,-159.774
432,-39.81,3.798
433,33.3759994507,-28.7700004578
434,30.305,-30.747
435,,
436,-7.473,-27.326
437,-13.52,-33.121
438,-29.497,-17.034
439,,
440,-24.395,-17.84
441,,
442,-18.415,-33.439
443,,
444,,
445,4.268,1.223
446,-20.761,-2.8
447,-24.595,-14.208
448,-18.996,-12.259
449,-8.925,-3.463
450,-25.287,-31.914
451,-26.958,-1.352
452,--,--
453,--,--
454,-51.659,73.192
455,-37.392,40.537
456,-64.768,109.155
457,,
458,-65.332,112.9
459,-64.724,92.707
460,3.596,55.34
461,5.97,49.433
462,-3.474,54.023
463,-8.15,62.775
464,-6.454,66.595
465,-45.259,113.592
466,-27.07,37.23
467,-41.065,60.239
468,-30.443,67.005
469,-35.312,82.508
470,-39.975,82.249
471,-51.084,105.3
472,-27.075,62.378
473,-37.699,20.069
474,-24.64,53.145
475,-44.241,70.703
476,-44.929,80.026
477,36.651,-74.505
478,23.039,-164.129
479,-35.392,33.243
480,-46.109,58.717
481,-25.018,63.123
482,-37.149,28.489
483,-51.409,-47.621
484,-63.017,-77.042
485,-43.367,83.039
486,-28.004,103.473
487,-25.345,87.907
488,-32.949,41.762
489,-50.567,134.263
490,-25.682,47.688
491,-43.046,74.082
492,-35.587,32.543
493,-24.987,58.176
494,-27.81,79.176
495,-22.67,59.655
496,-46.836,144.638
497,-50.067,166.029
498,-36.608,36.599
499,-32.688,90.582
500,-50.343,-109.905
501,-51.825,150.821
502,-32.943,89.579
503,-44.038,131.114
504,-52.772,-173.165
505,-53.398,-83.567
506,-26.744,87.18
507,-28.948,68.576
508,-62.425,-79.91
509,-16.331,4.378
510,-59.626,-87.814
511,-48.899,-109.262
512,-43.458,10.755
513,-23.165,48.761
514,-24.623,73.755
515,-53.191,141.912
516,-26.161,47.095
517,-23.506,64.995
518,-29.723,-4.353
519,-36.366,62.297
520,-36.951,50.319
521,-42.737,42.613
522,-46.238,173.57
523,-34.156,37.037
524,-30.638,-7.536
525,-35.55,60.556
526,-50.154,-143.054
527,-39.62,63.405
528,-32.649,47.611
529,-56.259,-151.136
530,-45.983,175.777
531,-55.514,-171.25
532,-40.658,120.47
533,-31.428,63.068
534,-65.231,-176.068
535,-46.178,125.376
536,-47.657,-29.525
537,0.154,89.212
538,4.106,88.089
539,-5.294,100.264
540,-9.183,111.276
541,-8.102,62.857
542,-9.173,74.024
543,-66.063,77.425
544,4.768,-14.742
545,2.223,-33.877
546,2.606,5.044
547,-21.479,-35.627
548,-23.485,-31.891
549,-17.17,2.961
550,-13.294,10.766
551,27.512,-24.867
552,4.926,-9.305
553,22.942,-44.129
554,23.978,-53.119
555,25.533,-46.0
556,-0.856,-26.784
557,27.799,-72.64
558,22.509,-38.228
559,--,--
560,15.307,-70.204
561,-3.625,-38.44
562,-5.784,-0.106
563,0.125,-3.445
564,-1.68,-26.094
565,-7.357,-9.587
566,-9.381,-9.656
567,-13.174122,-9.127353
568,-19.426,-2.41
569,-3.318,-38.096
570,9.819,-53.779
571,-32.324,11.25
572,7.939,-48.771
573,-14.043,-27.966
574,-29.765,-20.78
575,-11.937,-28.833
576,-24.815,-18.866
577,-41.842,-20.092
578,-38.291,-5.645
579,--,--
580,--,--
581,--,--
582,,
583,17.32,-52.62
584,--,--
585,-16.99,-10.255
586,4.971,-40.55
587,-17.385,-32.343
588,-7.572,-18.976
589,-1.686,-15.96
590,-6.017,42.839
591,-5.924,51.192
592,-17.266,39.942
593,-9.12,41.071
594,-2.18,41.212
595,-5.163,46.162
596,1.625,44.637
597,-5.088,57.103
598,-17.742,49.949
599,34.364,21.523
600,--,--
601,43.574,-11.327
602,22.457,37.343
603,23.717,64.731
604,5.217,-12.017
605,-6.582,-31.807
606,-2.875,-5.763
607,3.797,-44.825
608,-2.24,-11.842
609,4.303,-19.936
610,36.73,-72.047
611,--,--
612,-9.902,-9.989
613,20.187,-26.215
614,-1.682,-15.857
615,13.417,-20.93
616,12.31,-18.807
617,4.912,-22.959
618,,
619,-7.712,-15.868
620,-22.357,-26.865
621,,
622,,
623,-33.282,-5.643
624,-24.495,9.813
625,-22.362,4.446
626,-46.805,135.442
627,-55.833,156.056
628,-47.575,128.836
629,-40.107,-8.57
630,,
631,-35.008,58.323
632,-40.26,-10.06
633,-27.35,6.397
634,-41.587,-13.253
635,-30.724,-34.564
636,-30.047,-1.213
637,-31.157,-30.829
638,7.928,-22.615
639,-39.963,-20.74
640,-34.337,-11.998
641,-44.204,-23.523
642,-27.587,-0.551
643,-42.02,-14.713
644,,
645,-37.773,-52.025
646,-42.923,88.608
647,-58.35,-52.361
648,-41.85,66.871
649,-53.406,-49.626
650,-50.518,10.671
651,-33.853,-13.328
652,-59.983,-66.039
653,-37.623,-26.804
654,--,--
655,-29.451,51.577
656,-39.994,-6.779
657,-45.066,-59.168
658,--,--
659,-9.622,-23.916
660,-4.795,-21.8
661,13.299,-48.579
662,4.691,-20.738
663,-40.07,-9.582
664,-22.066,-6.728
665,-31.857,0.331
666,-37.713,-9.557
667,-30.778,-21.341
668,-32.575,-3.905
669,29.214,-68.908
670,43.853,-39.638
671,-39.12087,-46.73756
672,-50.60882,49.06704
673,-37.35042,15.19615
674,-13.185,11.01964
675,-16.16236,-0.14353
676,-11.27767,1.73219
677,-29.028,39.819
678,-10.164,47.227
679,-6.092,42.746
680,-12.216,45.32
681,-38.20542,14.56104
682,-49.30573,114.01148
683,-49.24096,130.14611
684,-55.37962,151.87854
685,-50.14338,-163.45791
686,-42.28162,-47.27125
687,-38.68508,-30.86911
688,-10.60835,12.33873
689,-4.98832,-11.15613
690,-21.65078,8.89829
691,-18.12143,1.92215
692,-36.89508,-23.94639
693,-15.43487,1.57404
694,-12.26103,-0.01053
695,-47.00939,1.75379
696,-45.60092,-13.17441
697,-41.83884,-45.30346
698,-42.93469,-17.34466
699,-27.96984,-40.93791
700,,
701,,
702,-38.003,-50.46
703,--,--
704,,
705,,
706,-5.62318,-11.73959
707,-3.84697,4.58383
708,-3.14763,-2.68019
709,-7.67005,4.59974
710,-8.38754,10.27809
711,-8.44806,1.35509
712,-10.72877,4.00557
713,-12.37525,7.94775
714,-13.55885,-2.73424
715,-10.13181,-33.31348
716,-10.50694,-11.05472
717,,
718,-13.96541,-13.11607
719,-19.27949,-22.3043
720,-36.713,6.645
721,-15.24104,-24.23757
722,-15.711,-13.3303
723,-30.185,-13.914
724,-37.561,44.097
725,-38.50208,2.61689
726,,
727,--,--
728,-35.006,13.749
729,21.132,-64.057
730,,
731,-55.46228,115.29039
732,-31.27757,43.65333
733,-28.18663,13.79107
734,-14.36271,-13.25407
735,-10.35674,9.00686
736,-0.231,-31.065
737,--,--
738,16.35104,-44.95429
739,5.3977,-28.4376
740,5.58263,-40.18659
741,12.92591,-52.02875
742,9.66046,-35.54985
743,-27.92533,35.14703
744,-35.71905,31.10447
745,-47.13943,34.72534
746,-50.93733,132.06508
747,-34.92869,30.26299
748,10.3752,-56.46302
749,32.2149,-22.9757
750,9.46166,-33.88618
751,4.12636,-29.23586
752,-1.69099,4.81137
753,10.76141,-25.11545
754,13.71402,-42.13634
755,35.27456,-27.79232
756,5.71359,-37.22098
757,-1.99442,-26.01962
758,10.53779,-29.23597
759,-0.57568,-27.29573
760,-4.1273,-28.8749
761,15.52016,-25.28569
762,6.61614,-24.99651
763,--,--
764,-52.36632,98.00552
765,,
766,-63.66784,37.00203
767,-37.82952,45.93779
768,-19.826,-27.414
769,-17.35,-31.061
770,-44.227,-17.09
771,-22.712,3.486
772,-18.983,1.383
773,,
774,-12.72941,-8.30499
775,--,--
776,-5.90212,-24.85262
777,-0.20199,-1.34297
778,12.77368,-24.76353
779,2.40843,-38.28879
780,-13.21957,-6.70225
781,-16.71617,2.73542
782,-24.37907,12.4454
783,-17.08787,-1.27652
784,-19.0161,-0.29104
785,-12.50695,-3.69039
786,-2.33338,-29.61047
787,4.00888,-30.15186
788,-25.736,13.044
789,-22.12,3.688
790,-51.75113,-83.71421
791,-47.40093,-78.29874
792,-16.32689,-6.25144
793,8.17015,-22.84608
794,-47.89809,-77.47661
795,26.43633,-52.81959
796,11.58025,-31.19043
797,-16.97658,-4.75602
798,-13.93703,-7.67433
799,-13.40423,-10.716
800,-14.13906,-6.64796
801,-25.16185,54.47519
802,-21.95932,72.18133
803,-21.85411,64.80257
804,-27.52968,42.22628
805,-19.00698,52.56061
806,-22.66464,53.23234
807,-21.02799,61.09964
808,-27.21581,52.50004
809,-27.25714,50.00967
810,-29.13819,60.01894
811,-28.66375,72.75788
812,-39.82533,56.58414
813,-28.04068,81.29414
814,-12.5799999237,-16.1189994812
815,-47.79,26.439
816,-7.324,54.275
817,-8.703,62.015
818,-7.096,52.439
819,-1.33,59.655
820,-6.89,55.248
821,-0.16164,-31.19739
822,-6.53922,-14.15631
823,-19.55707,-10.22694
824,-47.05485,71.80866
825,-41.68927,43.49716
826,-54.68198,61.75657
827,-40.00279,46.25048
828,-50.40023,54.6553
829,-0.98689,-4.81453
830,-23.59062,1.93981
831,-18.32945,-9.95399
832,-19.91666,1.36412
833,-6.82032,-11.31731
834,-25.49063,4.50843
835,-0.62014,-16.52428
836,-2.8608,-13.7394
837,-14.35016,-3.3747
838,-4.28937,-18.12
839,-25.00496,2.40484
840,-4.4115,-15.07333
841,-1.53438,-3.27066
842,-41.25128,-39.48117
843,-35.24392,-14.25581
844,-30.96368,9.21623
845,-34.28756,4.57591
846,-28.695,-36.427
847,-63.965,111.419
848,-39.96,93.935
849,-44.702,63.09
850,-34.998,24.509
851,-8.494,85.7
852,52.621,-43.471
853,-46.241,59.186
854,10.357,58.327
855,-42.975,-1.462
856,-46.979,-8.263
857,-0.875,-18.356
858,-46.53919,57.1625
859,--,--
860,-30.731,-28.677
861,3.48221,-18.14211
862,-51.58339,54.79654
863,4.28121,-39.09735
864,-17.70312,54.79439
865,-46.59429,25.9023
866,-34.55044,62.80879
867,11.6499996185,80.0179977417
868,17.156999588,60.7439994812
869,4.08300018311,82.9029998779
870,9.117,84.406
871,14.231,90.742
872,-51.446,45.655
873,-50.859,-89.797
874,-47.3320007324,152.457000732
875,-42.986,-58.728
876,-41.043,-16.574
877,-63.566,114.63
878,-63.52,117.526
879,-64.629,51.465
880,-65.53,52.637
881,-66.285,72.959
882,-63.015,99.055
883,-63.154,107.561
884,-65.087,76.979
885,-63.137,94.068
886,-65.82,49.735
887,-56.678,147.41
888,-64.982,47.342
889,-63.133,101.745
890,-63.38,94.525
891,-65.108,84.875
892,-64.386,115.846
893,-34.165,-136.721
894,-31.624,-80.819
895,-49.253,6.894
896,36.466999054,155.848999023
897,32.5530014038,164.027999878
898,32.016998291,149.772994995
899,33.2480010986,141.151992798
900,34.2249984741,161.664993286
901,32.0419998169,164.218994141
902,33.7620010376,175.824005127
903,31.7779998779,168.229003906
904,24.2280006409,156.529998779
905,34.1069984436,168.871002197
906,32.4449996948,144.410995483
907,30.5769996643,161.246994019
908,40.8520011902,158.570007324
909,42.8720016479,162.261993408
910,26.4419994354,131.149002075
911,40.4329986572,161.832992554
912,37.876,152.397
913,27.3010005951,142.018005371
914,34.6609992981,143.065002441
915,31.946,165.169
916,32.298,150.039
917,21.874,134.716
918,35.769,141.134
919,27.395,150.308
920,--,--
921,32.464,142.248
922,24.514,123.337
923,24.337,123.445
924,27.905,128.877
925,24.902,125.009
926,33.407,135.642
927,32.061,161.415
928,21.191,120.132
929,22.423,124.55
930,28.382,129.493
931,36.836,152.802
932,--,--
933,27.032,128.41
934,,
935,30.388,129.329
936,23.989,123.836
937,28.029,165.262
938,,
939,18.78,113.737
940,12.129,60.191
941,13.047,68.59
942,5.453,65.071
943,25.093,121.92
944,20.791,133.003
945,41.3390007019,166.854003906
946,36.7159996033,173.134002686
947,23.8799991608,133.04800415
948,34.4930000305,175.917007446
949,38.1899986267,159.93699646
950,36.5999984741,145.298995972
951,26.7430000305,151.348999023
952,40.6269989014,152.742996216
953,32.0649986267,171.337005615
954,44.5519981384,166.067993164
955,42.1049995422,170.904998779
956,31.7569999695,172.044998169
957,32.186000824,-179.300003052
958,34.591999054,150.352996826
959,30.8999996185,134.380004883
960,37.7319984436,157.666000366
961,26.1700000763,141.87600708
962,30.2059993744,151.559005737
963,30.4689998627,152.117996216
964,37.0,158.192001343
965,27.8780002594,161.580993652
966,38.6879997253,146.544006348
967,35.3100013733,140.901992798
968,38.9500007629,159.552001953
969,35.0379981995,162.45199585
970,28.8470001221,150.67300415
971,37.071,151.431
972,25.829,154.326
973,10.745,-171.086
974,19.531,-171.019
975,22.715,132.484
976,28.19,126.47
977,29.159,137.781
978,23.733,126.303
979,18.889,126.943
980,19.159,112.667
981,--,--
982,18.428,57.783
983,25.499,58.587
984,--,--
985,21.542,63.066
986,3.884,120.622
987,15.842,119.914
988,,
989,25.564,122.144
990,,
991,30.237,138.168
992,15.269,116.617
993,14.558,109.06
994,25.156,62.133
995,23.588,58.429
996,24.016,58.049
997,24.097,58.563
998,--,--
999,13.224,45.551
1000,0.979,43.87
1001,3.216,49.342
1002,21.065,121.961
1003,29.541,130.766
1004,31.995,133.513
1005,--,--
1006,23.95,121.823
1007,37.033,159.102
1008,20.192,114.717
1009,24.286,120.45
1010,13.9,110.33
1011,20.056,115.2
1012,,
1013,20.7,117.041
1014,12.469,49.731
1015,14.8,59.67
1016,21.423,-160.105
1017,16.581,-165.437
1018,22.125,-178.55
1019,23.421,-169.834
1020,1.195,119.217
1021,6.066,119.879
1022,10.408,107.189
1023,7.346,105.122
1024,,
1025,14.77,109.518
1026,14.399,70.732
1027,12.476,69.26
1028,19.997,66.382
1029,18.074,70.944
1030,,
1031,22.717,65.076
1032,23.58,58.619
1033,23.587,58.287
1034,,
1035,31.294,-116.42
1036,30.702,-116.18
1037,22.32,-127.639
1038,20.527,113.252
1039,17.088,116.822
1040,12.859,120.01
1041,10.9,114.373
1042,13.092,109.322
1043,26.025,123.816
1044,13.772,109.23
1045,15.292,114.518
1046,14.578,109.062
1047,16.161,119.615
1048,16.953,64.205
1049,15.901,69.267
1050,21.078,69.493
1051,14.874,66.124
1052,22.23,62.272
1053,22.216,63.385
1054,20.044,116.969
1055,15.759,119.907
1056,15.126,118.09
1057,16.39,114.503
1058,17.651,108.979
1059,19.533,110.85
1060,16.718,118.32
1061,12.897,119.009
1062,15.641,113.717
1063,15.374,109.106
1064,16.908,111.253
1065,17.497,111.844
1066,13.344,46.227
1067,9.872,56.659
1068,4.28,58.273
1069,13.754,49.526
1070,-2.24,68.852
1071,43.139,140.384
1072,45.087,141.625
1073,45.56,141.688
1074,42.608,137.73
1075,--,--
1076,43.948,136.631
1077,27.029,128.48
1078,,
1079,25.284,126.3
1080,24.137,125.798
1081,22.99,126.742
1082,33.673,137.801
1083,21.604,62.153
1084,20.696,69.009
1085,24.929,57.755
1086,24.592,66.692
1087,23.509,66.052
1088,20.265,-123.641
1089,17.297,65.665
1090,18.275,59.117
1091,25.275,60.585
1092,14.605,71.633
1093,25.056,59.934
1094,16.154,70.277
1095,,
1096,21.212,119.189
1097,22.742,121.274
1098,18.228,113.426
1099,18.549,113.47
1100,,
1101,18.725,113.174
1102,20.42,136.059
1103,24.912,61.172
1104,25.36,57.125
1105,12.921,120.461
1106,,
1107,,
1108,,
1109,,
1110,15.409,68.077
1111,33.041,137.325
1112,,
1113,,
1114,24.198,134.75
1115,22.03,61.979
1116,,
1117,,
1118,33.32,133.89
1119,-0.48,85.069
1120,19.846,70.238
1121,25.145,60.235
1122,18.598,71.276
1123,24.118,66.956
1124,-3.304,71.299
1125,24.466,57.48
1126,25.061,57.87
1127,22.948,66.467
1128,24.759,57.287
1129,27.205,126.275
1130,26.355,126.824
1131,13.85,48.435
1132,13.923,48.647
1133,14.346,53.511
1134,10.547,61.024
1135,11.281,48.894
1136,11.724,47.0
1137,19.74,64.606
1138,12.29,68.617
1139,22.121,60.84
1140,35.349,-6.658
1141,45.07,-2.731
1142,18.343,112.877
1143,17.029,117.773
1144,--,--
1145,18.313,111.176
1146,19.561,115.427
1147,,
1148,6.586,49.197
1149,18.834,63.97
1150,25.418,58.855
1151,24.536,57.277
1152,20.648,63.707
1153,29.024,137.394
1154,32.822,134.332
1155,34.079,160.781
1156,13.648,47.353
1157,12.722,43.366
1158,15.199,57.214
1159,23.223,65.996
1160,23.583,58.629
1161,2.577,57.014
1162,18.543,63.829
1163,13.174,59.519
1164,7.813,59.857
1165,17.408,65.728
1166,3.602,47.693
1167,17.583,70.309
1168,24.132,64.536
1169,16.9,67.633
1170,63.298,2.064
1171,12.908,45.881
1172,16.224,114.516
1173,20.999,116.437
1174,12.506,51.791
1175,7.443,49.67
1176,7.146,54.731
1177,14.283,49.237
1178,25.514,57.019
1179,24.182,57.462
1180,24.262,65.857
1181,19.081,66.153
